skills,interests,experience_level,resume_text,career
"api, rag, python, nlp","product, cloud",Intermediate,"Built projects using api, rag, python, nlp with focus on ai engineer outcomes and measurable impact.",AI Engineer
"machine learning, nlp, tensorflow, rag, deployment, llm, api","security, cloud",Intermediate,"Built projects using machine learning, nlp, tensorflow, rag, deployment, llm, api with focus on ai engineer outcomes and measurable impact.",AI Engineer
"nlp, deployment, python, tensorflow, machine learning, llm","systems, product",Beginner,"Built projects using nlp, deployment, python, tensorflow, machine learning, llm with focus on ai engineer outcomes and measurable impact.",AI Engineer
"nlp, tensorflow, machine learning, rag, deployment, api","ai, product",Advanced,"Built projects using nlp, tensorflow, machine learning, rag, deployment, api with focus on ai engineer outcomes and measurable impact.",AI Engineer
"rag, llm, python","systems, security",Beginner,"Built projects using rag, llm, python with focus on ai engineer outcomes and measurable impact.",AI Engineer
"python, tensorflow, machine learning, rag, deployment, api, llm","cloud, ai",Beginner,"Built projects using python, tensorflow, machine learning, rag, deployment, api, llm with focus on ai engineer outcomes and measurable impact.",AI Engineer
"api, rag, deployment, nlp, tensorflow, llm","analytics, product",Intermediate,"Built projects using api, rag, deployment, nlp, tensorflow, llm with focus on ai engineer outcomes and measurable impact.",AI Engineer
"python, nlp, api, deployment","automation, product",Intermediate,"Built projects using python, nlp, api, deployment with focus on ai engineer outcomes and measurable impact.",AI Engineer
"python, api, llm, machine learning, tensorflow, deployment, nlp","systems, cloud",Intermediate,"Built projects using python, api, llm, machine learning, tensorflow, deployment, nlp with focus on ai engineer outcomes and measurable impact.",AI Engineer
"deployment, api, python","ai, analytics",Advanced,"Built projects using deployment, api, python with focus on ai engineer outcomes and measurable impact.",AI Engineer
"nlp, python, rag, api","systems, product",Intermediate,"Built projects using nlp, python, rag, api with focus on ai engineer outcomes and measurable impact.",AI Engineer
"rag, nlp, llm","security, systems",Beginner,"Built projects using rag, nlp, llm with focus on ai engineer outcomes and measurable impact.",AI Engineer
"tensorflow, deployment, api, machine learning, python","analytics, automation",Advanced,"Built projects using tensorflow, deployment, api, machine learning, python with focus on ai engineer outcomes and measurable impact.",AI Engineer
"tensorflow, machine learning, python, nlp, rag","security, cloud",Beginner,"Built projects using tensorflow, machine learning, python, nlp, rag with focus on ai engineer outcomes and measurable impact.",AI Engineer
"llm, api, python, rag, tensorflow","security, product",Advanced,"Built projects using llm, api, python, rag, tensorflow with focus on ai engineer outcomes and measurable impact.",AI Engineer
"machine learning, python, api, deployment","ai, analytics",Beginner,"Built projects using machine learning, python, api, deployment with focus on ai engineer outcomes and measurable impact.",AI Engineer
"llm, tensorflow, machine learning, nlp, deployment, rag, python","cloud, automation",Beginner,"Built projects using llm, tensorflow, machine learning, nlp, deployment, rag, python with focus on ai engineer outcomes and measurable impact.",AI Engineer
"rag, python, machine learning, deployment, api","automation, security",Advanced,"Built projects using rag, python, machine learning, deployment, api with focus on ai engineer outcomes and measurable impact.",AI Engineer
"llm, python, rag, deployment, api, tensorflow, nlp","automation, security",Intermediate,"Built projects using llm, python, rag, deployment, api, tensorflow, nlp with focus on ai engineer outcomes and measurable impact.",AI Engineer
"api, llm, deployment, nlp, machine learning","product, ai",Intermediate,"Built projects using api, llm, deployment, nlp, machine learning with focus on ai engineer outcomes and measurable impact.",AI Engineer
"deployment, nlp, api, rag, python, tensorflow","systems, automation",Intermediate,"Built projects using deployment, nlp, api, rag, python, tensorflow with focus on ai engineer outcomes and measurable impact.",AI Engineer
"machine learning, python, nlp, deployment, tensorflow, llm","analytics, ai",Advanced,"Built projects using machine learning, python, nlp, deployment, tensorflow, llm with focus on ai engineer outcomes and measurable impact.",AI Engineer
"machine learning, api, nlp, tensorflow, llm","security, product",Advanced,"Built projects using machine learning, api, nlp, tensorflow, llm with focus on ai engineer outcomes and measurable impact.",AI Engineer
"deployment, llm, python","cloud, security",Intermediate,"Built projects using deployment, llm, python with focus on ai engineer outcomes and measurable impact.",AI Engineer
"machine learning, rag, deployment, python, nlp, llm, tensorflow","automation, cloud",Intermediate,"Built projects using machine learning, rag, deployment, python, nlp, llm, tensorflow with focus on ai engineer outcomes and measurable impact.",AI Engineer
"nlp, llm, python, deployment, rag, tensorflow, machine learning","security, automation",Intermediate,"Built projects using nlp, llm, python, deployment, rag, tensorflow, machine learning with focus on ai engineer outcomes and measurable impact.",AI Engineer
"machine learning, nlp, deployment, tensorflow, python, llm, rag","ai, product",Intermediate,"Built projects using machine learning, nlp, deployment, tensorflow, python, llm, rag with focus on ai engineer outcomes and measurable impact.",AI Engineer
"tensorflow, machine learning, llm, rag, python","product, automation",Intermediate,"Built projects using tensorflow, machine learning, llm, rag, python with focus on ai engineer outcomes and measurable impact.",AI Engineer
"python, rag, api, llm, nlp","product, systems",Intermediate,"Built projects using python, rag, api, llm, nlp with focus on ai engineer outcomes and measurable impact.",AI Engineer
"llm, deployment, tensorflow, nlp, machine learning","security, analytics",Beginner,"Built projects using llm, deployment, tensorflow, nlp, machine learning with focus on ai engineer outcomes and measurable impact.",AI Engineer
"tensorflow, rag, machine learning, nlp, api, python","ai, systems",Beginner,"Built projects using tensorflow, rag, machine learning, nlp, api, python with focus on ai engineer outcomes and measurable impact.",AI Engineer
"deployment, llm, python, api","automation, product",Beginner,"Built projects using deployment, llm, python, api with focus on ai engineer outcomes and measurable impact.",AI Engineer
"api, deployment, rag, llm, machine learning, tensorflow","ai, product",Intermediate,"Built projects using api, deployment, rag, llm, machine learning, tensorflow with focus on ai engineer outcomes and measurable impact.",AI Engineer
"tensorflow, llm, python","automation, security",Intermediate,"Built projects using tensorflow, llm, python with focus on ai engineer outcomes and measurable impact.",AI Engineer
"python, rag, nlp, api, machine learning, deployment, llm","analytics, systems",Beginner,"Built projects using python, rag, nlp, api, machine learning, deployment, llm with focus on ai engineer outcomes and measurable impact.",AI Engineer
"llm, deployment, machine learning","product, cloud",Beginner,"Built projects using llm, deployment, machine learning with focus on ai engineer outcomes and measurable impact.",AI Engineer
"llm, python, deployment, nlp","security, ai",Advanced,"Built projects using llm, python, deployment, nlp with focus on ai engineer outcomes and measurable impact.",AI Engineer
"deployment, llm, nlp, api, rag","product, ai",Intermediate,"Built projects using deployment, llm, nlp, api, rag with focus on ai engineer outcomes and measurable impact.",AI Engineer
"deployment, llm, tensorflow","security, automation",Advanced,"Built projects using deployment, llm, tensorflow with focus on ai engineer outcomes and measurable impact.",AI Engineer
"tensorflow, llm, python, rag, nlp, deployment, api","cloud, ai",Beginner,"Built projects using tensorflow, llm, python, rag, nlp, deployment, api with focus on ai engineer outcomes and measurable impact.",AI Engineer
"tensorflow, rag, deployment, api, nlp","systems, analytics",Beginner,"Built projects using tensorflow, rag, deployment, api, nlp with focus on ai engineer outcomes and measurable impact.",AI Engineer
"llm, api, rag, nlp, python, deployment","analytics, product",Beginner,"Built projects using llm, api, rag, nlp, python, deployment with focus on ai engineer outcomes and measurable impact.",AI Engineer
"rag, deployment, machine learning, python, llm, tensorflow, nlp","security, automation",Intermediate,"Built projects using rag, deployment, machine learning, python, llm, tensorflow, nlp with focus on ai engineer outcomes and measurable impact.",AI Engineer
"llm, python, api, deployment, tensorflow, machine learning, nlp","product, ai",Advanced,"Built projects using llm, python, api, deployment, tensorflow, machine learning, nlp with focus on ai engineer outcomes and measurable impact.",AI Engineer
